name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Berlin,2025-06-02T05:00:00,8,5.2,6,87.19,0,6.5,,0,0,37.8,16.6,284.9,1017,5,24.1,0,0,0,10,Clear,clear-day,
Berlin,2025-06-02T06:00:00,8.8,6.1,5.8,81.46,0,6.5,,0,0,34.9,17.4,286.6,1017.3,7.1,24.1,58.3,0.3,1,10,Clear,clear-day,
Berlin,2025-06-02T07:00:00,9.6,7.1,5.6,76.13,0,6.5,,0,0,32,18.2,288.4,1017.7,9.2,24.1,116.7,0.5,1,10,Clear,clear-day,
Berlin,2025-06-02T08:00:00,10.5,10.5,5.5,71.18,0,6.5,,0,0,29.2,19.1,290.1,1018,11.3,24.1,175,0.6,2,10,Clear,clear-day,
Berlin,2025-06-02T09:00:00,12.3,12.3,5.4,62.9,0,3.2,,0,0,28.1,19.3,293.7,1017.7,9.2,24.1,323.7,1.1,3,10,Clear,clear-day,
Berlin,2025-06-02T10:00:00,14.1,14.1,5.4,55.68,0,3.2,,0,0,27,19.6,297.3,1017.3,7,24.1,472.3,1.7,5,10,Clear,clear-day,
Berlin,2025-06-02T11:00:00,16,16,5.4,49.37,0,3.2,,0,0,25.9,19.8,300.9,1017,4.9,24.1,621,2.2,6,10,Clear,clear-day,
Berlin,2025-06-02T12:00:00,17.1,17.1,5.3,45.73,0,3.2,,0,0,27.4,20.8,306.3,1017,6,24.1,703,2.5,7,10,Clear,clear-day,
Berlin,2025-06-02T13:00:00,18.2,18.2,5.2,42.38,0,3.2,,0,0,28.8,21.7,311.7,1017,7.1,24.1,785,2.8,8,10,Clear,clear-day,
Berlin,2025-06-02T14:00:00,19.4,19.4,5.2,39.3,0,3.2,,0,0,30.2,22.7,317.1,1017,8.2,24.1,867,3.1,9,10,Clear,clear-day,
Berlin,2025-06-02T15:00:00,19.7,19.7,4.5,36.9,0,9.7,,0,0,28.9,23,314.3,1016.7,35.1,24.1,820.3,2.9,8,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-02T16:00:00,19.9,19.9,3.9,34.65,0,9.7,,0,0,27.6,23.4,311.5,1016.3,61.9,24.1,773.7,2.8,8,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-02T17:00:00,20.3,20.3,3.3,32.53,0,9.7,,0,0,26.3,23.8,308.7,1016,88.8,24.1,727,2.6,7,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-02T18:00:00,19.5,19.5,3.8,35.5,0,9.7,,0,0,26.5,22.3,308.3,1016.3,60.9,24.1,593,2.1,6,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-02T19:00:00,18.7,18.7,4.4,38.75,0,9.7,,0,0,26.8,20.9,308,1016.7,32.9,24.1,459,1.7,5,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-02T20:00:00,18,18,5,42.3,0,9.7,,0,0,27,19.4,307.6,1017,5,24.1,325,1.2,3,10,Clear,clear-day,
Berlin,2025-06-02T21:00:00,16.6,16.6,5.4,47.63,0,6.5,,0,0,29.9,18.4,302.9,1017.3,4.9,24.1,216.7,0.8,2,10,Clear,clear-day,
Berlin,2025-06-02T22:00:00,15.2,15.2,5.8,53.67,0,6.5,,0,0,32.8,17.3,298.2,1017.7,4.7,24.1,108.3,0.4,0,10,Clear,clear-night,
Berlin,2025-06-02T23:00:00,13.8,13.8,6.3,60.54,0,6.5,,0,0,35.6,16.2,293.5,1018,4.6,24.1,0,0,0,10,Clear,clear-night,
Berlin,2025-06-03T00:00:00,12.9,12.9,6.5,65.1,0,6.5,,0,0,36.5,16.6,290.6,1018.3,6.3,24.1,0,0,0,10,Clear,clear-night,
Berlin,2025-06-03T01:00:00,12,12,6.7,70.02,0,6.5,,0,0,37.3,16.9,287.8,1018.7,8.1,24.1,0,0,0,10,Clear,clear-night,
Berlin,2025-06-03T02:00:00,11.2,11.2,7,75.34,0,6.5,,0,0,38.2,17.3,284.9,1019,9.8,24.1,0,0,0,10,Clear,clear-night,
Berlin,2025-06-03T03:00:00,10.5,10.5,7,79.12,0,9.7,,0,0,37.6,16.9,285.1,1019,11.9,24.1,0,0,0,10,Clear,clear-night,
Berlin,2025-06-03T04:00:00,9.8,7.5,7.1,83.1,0,9.7,,0,0,37,16.6,285.3,1019,14,24.1,0,0,0,10,Clear,clear-night,
Berlin,2025-06-03T05:00:00,9.2,6.7,7.2,87.3,0,9.7,,0,0,36.4,16.2,285.5,1019,16.1,24.1,0,0,0,10,Clear,clear-day,
Berlin,2025-06-03T06:00:00,9.5,7.1,7.2,85.57,0,9.7,,0,0,34.3,16.8,288,1019.3,44.1,24.1,24.7,0.2,0,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-03T07:00:00,9.9,7.5,7.3,83.87,0,9.7,,0,0,32.3,17.4,290.4,1019.7,72,24.1,49.3,0.3,0,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-03T08:00:00,10.3,10.3,7.4,82.21,0,9.7,,0,0,30.2,18,292.9,1020,100,24.1,74,0.3,1,10,Overcast,cloudy,
Berlin,2025-06-03T09:00:00,11.2,11.2,7.6,78.5,0,16.1,,0,0,28.7,17.8,292,1020,100,24.1,89.3,0.3,1,10,Overcast,cloudy,
Berlin,2025-06-03T10:00:00,12.1,12.1,7.8,74.99,0,16.1,,0,0,27.1,17.5,291.1,1020,100,24.1,104.7,0.4,1,10,Overcast,cloudy,
Berlin,2025-06-03T11:00:00,13.1,13.1,8.1,71.67,0,16.1,,0,0,25.6,17.3,290.2,1020,100,24.1,120,0.4,1,10,Overcast,cloudy,
Berlin,2025-06-03T12:00:00,13.4,13.4,8.3,71.1,0,16.1,,0,0,24.7,16.7,288.9,1020,100,24.1,124.3,0.4,1,10,Overcast,cloudy,
Berlin,2025-06-03T13:00:00,13.9,13.9,8.6,70.54,0,16.1,,0,0,23.9,16.1,287.7,1020,100,24.1,128.7,0.5,1,10,Overcast,cloudy,
Berlin,2025-06-03T14:00:00,14.3,14.3,8.9,69.98,0.1,16.1,rain,0,0,23,15.5,286.4,1020,100,24.1,133,0.5,1,10,Overcast,cloudy,
Berlin,2025-06-03T15:00:00,14.5,14.5,9,69.56,0,29,,0,0,23.5,15.5,288.9,1020,100,24.1,138.3,0.5,1,10,Overcast,cloudy,
Berlin,2025-06-03T16:00:00,14.7,14.7,9.1,69.14,0,29,,0,0,24,15.5,291.4,1020,100,24.1,143.7,0.5,1,10,Overcast,cloudy,
Berlin,2025-06-03T17:00:00,15,15,9.3,68.72,0.1,29,rain,0,0,24.5,15.5,293.9,1020,100,24.1,149,0.5,1,10,Overcast,cloudy,
Berlin,2025-06-03T18:00:00,15,15,9.2,68.11,0,29,,0,0,23.8,13.6,294.2,1020,100,24.1,135.7,0.5,1,10,Overcast,cloudy,
Berlin,2025-06-03T19:00:00,15,15,9.1,67.51,0,29,,0,0,23,11.6,294.5,1020,100,24.1,122.3,0.4,1,10,Overcast,cloudy,
Berlin,2025-06-03T20:00:00,15.1,15.1,9,66.91,0,29,,0,0,22.3,9.7,294.8,1020,100,24.1,109,0.4,1,10,Overcast,cloudy,
Berlin,2025-06-03T21:00:00,14.6,14.6,9,68.96,0,9.7,,0,0,22,9.1,283.8,1020.3,100,24.1,72.7,0.3,1,10,Overcast,cloudy,
Berlin,2025-06-03T22:00:00,14.2,14.2,9,71.08,0,9.7,,0,0,21.6,8.5,272.9,1020.7,100,24.1,36.3,0.1,0,10,Overcast,cloudy,
Berlin,2025-06-03T23:00:00,13.8,13.8,9.1,73.27,0,9.7,,0,0,21.2,7.9,261.9,1021,100,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-04T00:00:00,13.4,13.4,8.9,74.21,0,9.7,,0,0,23.9,9.5,267.7,1021,99,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-04T01:00:00,13.2,13.2,8.9,75.17,0,9.7,,0,0,26.5,11,273.4,1021,98,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-04T02:00:00,12.9,12.9,8.8,76.14,0,9.7,,0,0,29.2,12.6,279.2,1021,97,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-04T03:00:00,12.6,12.6,8.8,78,0,9.7,,0,0,29,13.2,277.2,1021,98,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-04T04:00:00,12.3,12.3,8.9,79.91,0,9.7,,0,0,28.9,13.8,275.2,1021,99,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-04T05:00:00,12,12,9,81.87,0.1,9.7,rain,0,0,28.8,14.4,273.2,1021,100,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-04T06:00:00,11.9,11.9,8.8,81.31,0,9.7,,0,0,25.8,14.5,276.1,1021,92.9,24.1,44,0.2,0,10,Overcast,cloudy,
Berlin,2025-06-04T07:00:00,11.8,11.8,8.6,80.76,0,9.7,,0,0,22.8,14.6,279.1,1021,85.8,24.1,88,0.3,1,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-04T08:00:00,11.8,11.8,8.5,80.2,0,9.7,,0,0,19.8,14.8,282,1021,78.7,24.1,132,0.5,1,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-04T09:00:00,12.4,12.4,8.3,76.4,0,6.5,,0,0,19.4,14.6,284.5,1021.3,85.8,24.1,201,0.7,2,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-04T10:00:00,12.9,12.9,8.2,72.8,0,6.5,,0,0,19.1,14.5,287.1,1021.7,92.9,24.1,270,1,3,10,Overcast,cloudy,
Berlin,2025-06-04T11:00:00,13.6,13.6,8.1,69.37,0,6.5,,0,0,18.7,14.4,289.6,1022,100,24.1,339,1.2,3,10,Overcast,cloudy,
Berlin,2025-06-04T12:00:00,15.7,15.7,7.6,58.57,0,6.5,,0,0,18.7,14,294.3,1021.3,100,24.1,475,1.7,5,10,Overcast,cloudy,
Berlin,2025-06-04T13:00:00,17.9,17.9,7.2,49.56,0,6.5,,0,0,18.7,13.7,298.9,1020.7,100,24.1,611,2.2,6,10,Overcast,cloudy,
Berlin,2025-06-04T14:00:00,20.1,20.1,6.8,42.02,0,6.5,,0,0,18.7,13.3,303.6,1020,100,24.1,747,2.7,7,10,Overcast,cloudy,
Berlin,2025-06-04T15:00:00,20.7,20.7,6.7,40.4,0,16.1,,0,0,19.6,14.4,306.2,1020,100,24.1,728,2.6,7,10,Overcast,cloudy,
Berlin,2025-06-04T16:00:00,21.3,21.3,6.7,38.85,0,16.1,,0,0,20.4,15.5,308.8,1020,100,24.1,709,2.6,7,10,Overcast,cloudy,
Berlin,2025-06-04T17:00:00,21.9,21.9,6.7,37.37,0,16.1,,0,0,21.2,16.6,311.4,1020,100,24.1,690,2.5,7,10,Overcast,cloudy,
Berlin,2025-06-04T18:00:00,21.1,21.1,6.9,39.97,0,16.1,,0,0,21.8,15.8,315.3,1020,98,24.1,560.7,2,6,10,Overcast,cloudy,
Berlin,2025-06-04T19:00:00,20.3,20.3,7.2,42.76,0,16.1,,0,0,22.4,15.1,319.2,1020,96.1,24.1,431.3,1.6,4,10,Overcast,cloudy,
Berlin,2025-06-04T20:00:00,19.5,19.5,7.5,45.76,0,16.1,,0,0,23,14.4,323.1,1020,94.1,24.1,302,1.1,3,10,Overcast,cloudy,
Berlin,2025-06-04T21:00:00,18,18,7.7,51.06,0,19.4,,0,0,24.2,12.7,322.4,1020.7,95.8,24.1,201.3,0.7,2,10,Overcast,cloudy,
Berlin,2025-06-04T22:00:00,16.5,16.5,7.9,57.05,0,19.4,,0,0,25.4,11,321.6,1021.3,97.6,24.1,100.7,0.4,0,10,Overcast,cloudy,
Berlin,2025-06-04T23:00:00,15,15,8.2,63.8,0,19.4,,0,0,26.6,9.4,320.9,1022,99.3,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-05T00:00:00,14.3,14.3,8.1,66.59,0,19.4,,0,0,27.8,10.1,313.2,1022,90.4,24.1,0,0,0,10,Overcast,cloudy,
Berlin,2025-06-05T01:00:00,13.6,13.6,8.1,69.53,0,19.4,,0,0,29,10.8,305.4,1022,81.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Berlin,2025-06-05T02:00:00,12.9,12.9,8.1,72.61,0,19.4,,0,0,30.2,11.5,297.7,1022,72.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Berlin,2025-06-05T03:00:00,12.2,12.2,7.9,75,0,9.7,,0,0,28.9,11.4,294.7,1022.3,67.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Berlin,2025-06-05T04:00:00,11.5,11.5,7.7,77.49,0,9.7,,0,0,27.6,11.3,291.6,1022.7,62.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Berlin,2025-06-05T05:00:00,10.9,10.9,7.6,80.08,0,9.7,,0,0,26.3,11.2,288.6,1023,56.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-05T06:00:00,11.9,11.9,7.6,75.12,0,9.7,,0,0,24.5,12,287.1,1023,55.2,24.1,55.7,0.3,1,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-05T07:00:00,12.9,12.9,7.6,70.5,0,9.7,,0,0,22.7,12.8,285.7,1023,53.7,24.1,111.3,0.5,1,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-05T08:00:00,13.9,13.9,7.7,66.21,0,9.7,,0,0,20.9,13.7,284.2,1023,52.1,24.1,167,0.6,2,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-05T09:00:00,15.7,15.7,7.2,57.11,0,22.6,,0,0,21.6,14.9,286.2,1023,36.4,24.1,313.3,1.1,3,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-05T10:00:00,17.5,17.5,6.8,49.35,0,22.6,,0,0,22.3,16.1,288.1,1023,20.7,24.1,459.7,1.7,5,10,Partially cloudy,partly-cloudy-day,
Berlin,2025-06-05T11:00:00,19.4,19.4,6.4,42.7,0,22.6,,0,0,23,17.3,290.1,1023,5,24.1,606,2.2,6,10,Clear,clear-day,
Berlin,2025-06-05T12:00:00,20.8,20.8,6.8,40.43,0,22.6,,0,0,23.2,17.4,293.9,1022.7,3.3,24.1,688,2.5,7,10,Clear,clear-day,
Berlin,2025-06-05T13:00:00,22.2,22.2,7.3,38.32,0,22.6,,0,0,23.3,17.5,297.6,1022.3,1.7,24.1,770,2.8,8,10,Clear,clear-day,
Berlin,2025-06-05T14:00:00,23.6,23.6,7.8,36.34,0,22.6,,0,0,23.4,17.6,301.4,1022,0,24.1,852,3.1,9,10,Clear,clear-day,
Berlin,2025-06-05T15:00:00,23.9,23.9,7.8,35.78,0,19.4,,0,0,22.8,17.6,304.5,1022,0,24.1,814,3,8,10,Clear,clear-day,
Berlin,2025-06-05T16:00:00,24.2,24.2,7.9,35.23,0,19.4,,0,0,22.2,17.6,307.5,1022,0,24.1,776,2.8,8,10,Clear,clear-day,
Berlin,2025-06-05T17:00:00,24.6,24.6,8,34.69,0,19.4,,0,0,21.6,17.6,310.6,1022,0,24.1,738,2.7,7,10,Clear,clear-day,
Berlin,2025-06-05T18:00:00,23.9,23.9,8.4,37.26,0,19.4,,0,0,21,15.5,310.8,1022,0,24.1,605,2.2,6,10,Clear,clear-day,
Berlin,2025-06-05T19:00:00,23.2,23.2,8.8,40.02,0,19.4,,0,0,20.4,13.3,310.9,1022,0,24.1,472,1.7,5,10,Clear,clear-day,
Berlin,2025-06-05T20:00:00,22.5,22.5,9.3,42.99,0,19.4,,0,0,19.8,11.2,311.1,1022,0,24.1,339,1.2,3,10,Clear,clear-day,
Berlin,2025-06-05T21:00:00,20.9,20.9,9.6,48.48,0,6.5,,0,0,16.4,9.5,324.3,1022,0,24.1,226,0.8,2,10,Clear,clear-day,
Berlin,2025-06-05T22:00:00,19.3,19.3,9.9,54.74,0,6.5,,0,0,13.1,7.8,337.4,1022,0,24.1,113,0.4,0,10,Clear,clear-night,
Berlin,2025-06-05T23:00:00,17.7,17.7,10.3,61.87,0,6.5,,0,0,9.7,6.1,350.6,1022,0,24.1,0,0,0,10,Clear,clear-night,
